themes,projet,section,title,contenu,author,type,created_at,updated_at,id
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Le dévoiement du modèle coopératif,"Biocoop, qui a le statut de coopérative depuis 2002, associe dans son CA des
magasins, des producteurs, des salariés et des consommateurs. Le réseau vient
de lancer la première filière de lait bio de chèvre française, soutien le
commerce solidaire (Ensemble, solidaires du producteur au consommateur) Nord-
Nord, etc; et reste le premier réseau de magasins spécialisés bio en France.
Il montre au contraire qu'un autre modèle économique est possible en associant
tous les acteurs, de la fourche à la fourchette.

",Marion,contre,2017-07-20T16:29:37+0200,2017-07-20T16:29:37+0200,dbfb0fff-6d57-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,favoriser le végétal (bio bien sûr) par rapport à l'élevage,"oui, l'avenir est au végétal

",marie,pour,2017-07-21T14:12:25+0200,2017-07-21T14:12:25+0200,dc181371-6e0d-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"Le multinationales et les grands distributeurs devraient voir leurs résultats
bas de bilan taxés et redistribués aux producteurs en avantages fiscaux; Selon
un critère de qualité de production, critère qui serait validé par les
chambres d'agriculteurs et les labels de qualité de l'agriculture

",Mickael Faou,pour,2017-07-20T19:28:34+0200,2017-07-20T19:28:34+0200,dc1d188d-6d70-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Le corps agricole a échoué à nourrir la population sans la rendre malade,"@ paysanne, vos croyances en la destinée ne sont pas rationnelles. Tout a des
causes et des effets, et à moins de comprendre les causes et de s'en
affranchir, vous n'en êtes pas libre. Il ne s'agit pas d'avoir peur de la
mort, bien au contraire, il s'agit de savoir vivre de manière durable et pas
de précipiter l'espèce humaine vers l'extinction comme cela se produit déjà
pour nombre d'espèces animales et végétales du fait de l'agriculture animale.
Sur votre île déserte avec votre vache, vous créeriez vite les conditions de
manque de ressources en eaux et en végétaux nécessaires à votre propre survie,
car ce que vous donnez en nourriture et en eau à votre vache pour produire du
lait non nourrissant serait autant d'eau et de nourriture nécessaire à votre
survie. De plus, manger de la viande et boire du lait de vache (le lait de
croissance du veau) sont des perversions de l'évolution pour le descendant de
primate frugivore que nous sommes.

",bocet,pour,2017-08-18T12:49:07+0200,2017-08-18T12:50:02+0200,dc483a54-8402-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Créer une solidarité au sein des filières,"et solidarité au sein des territoires! ça urge!
http://aid97400.lautre.net/spip.php?article1535

",TAGLIAFERRI Jean-Marc,pour,2017-07-23T19:10:42+0200,2017-07-23T19:10:42+0200,dc4b8f0b-6fc9-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Problème,Les informations relatives à la qualité des aliments (notamment l’emballage des produits) et à l’alimentation ne correspondent pas forcément à ce qu’attendent désormais les consommateurs,"Il est vrai que l'étiquetage donne de nombreuses informations à l'acheteur
mais celui-ci a t'il vraiment le temps de lire toutes les étiquettes avant de
réaliser son achat? A vouloir tout mettre et trop en mettre, on ne voit plus
rien. L'acte d'achat est souvent décidé par le visuel global et le prix,
quitte à ""se faire avoir"". Je trouve que l'un des exemples frappant est la
différence entre un steak haché et un ""burger"". Ils ont le même emballage,
même visuel, un prix légèrement inférieur pour le deuxième mais contrairement
au premier il contient 20 à 30% d'eau, des additifs, des protéines végétales,
etc.

",Sarnaud,pour,2017-07-21T12:39:22+0200,2017-07-21T12:39:22+0200,dc4db3f1-6e00-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Causes,"L'épandage de déjections animales industrielles, toxiques, polluantes et non hygiéniques est source de maladies et de parasites","@paysanne, d'après la Banque Mondiale, 91% de la déforestation amazonienne est
causée par l'agriculture animale. Et la FAO documente bien ce fait dans tous
ses rapports en indiquant que l'agriculture animale est bien la première cause
de déforestation dans le monde. Ce qui n'enlève en rien que les produits
transformés tels que les huiles végétales sont également mauvais et pour
l'environnement et pour la santé humaine et sont également causes de
déforestation. Il n'y a aucunement besoin de beurre ni d'huiles. Les végétaux
contiennent naturellement des lipides en quantités optimales pour l'organisme
humain qui s'est développé génétiquement et biologiquement depuis nos origines
de primates frugivores, pour vivre en mangeant des produits végétaux.

",bocet,pour,2017-08-14T16:14:17+0200,2017-08-14T16:15:14+0200,dc5dd77d-80fa-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,Comment valoriser le modèle alimentaire français,"favoriser la production française c'est bien-sur très bien

",lesmeurlets,pour,2017-08-04T19:03:38+0200,2017-08-04T19:03:38+0200,dc5e060b-7936-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Autoriser une plus grande variété des semences,"Je serais davantage partisan de la suppression du catalogue d'utilisation. Par
contre le maintenir pour permettre un conservatoire, l'enrichir en permanence
oui, avec une contribution libre (dès lors que la nouvelle variété est jugée
stabilisée), un principe de gratuité d'utilisation. Il faut lever ce principe
de ""dépôt de marque"" concernant le vivant.

",Yann Chamaillé,contre,2017-07-28T21:06:28+0200,2017-07-28T21:06:28+0200,dc956964-73c7-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Problème,Les nouveaux modes de production se développent mais peinent à suivre la demande en forte croissance,"Les investissements et la prise de risque EXISTENT dans TOUS les projets
d'installation agricoles, quelques soient le mode de production choisi. Le
soutien accordé aux nouveaux projets agricoles doivent être équitables entre
les porteurs

",ANNA,pour,2017-08-28T18:06:33+0200,2017-08-28T18:06:33+0200,dc9ff98b-8c0a-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Promouvoir la vente directe en ferme ou distributeur automatique en ville géré par les producteurs,"Complétons l idée du distributeur automatique :ça coute combien un
distributeur automatique ;la meme somme mise en commun par une vingtaine de
producteurs ne leur permettrait elle pas d acheter en commun un local en ville
pour proposer leurs produits et embaucher un ou deux vendeurs qui
accueilleraient les consommateurs.Tous les consommateurs en ville ne sont pas
des consommateurs militants prets à faire des kilomètres en voitures pour
trouver le bon producteur mais si de bons produits locaux arrivaient en ville
il y aurait plus d acheteurs motivés.Tout le monde n est pas pret à s engager
dans des anaps mais le surplus des anaps peut etre vendu dans des boutiques
ouvertes à tous

",Prune Belclos,pour,2017-08-01T18:24:15+0200,2017-08-01T18:24:15+0200,dcb3c802-76d5-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,"Replanter des haies, développer l'usage du bois raméal fragmenté et l'agroforesterie","Les haies houent un rôle essentiel pour la nature et pour l'agriculteur.

",lecomte,pour,2017-07-30T00:54:21+0200,2017-07-30T00:54:21+0200,dcb960cb-74b0-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,Les “mauvaises habitudes” de gaspillage alimentaire persistent,"Je ne connais pas la réalité mais je connais un couple qui ne se nourrit que
de ce qu'il récupère dans les bennes des supermarchés. J'ai moi-même accepté
de leur part des légumes récupérés ainsi et dont la date n'était pas encore
dépassée mais la peau un peu abîmée; ils étaient parfaitement consommables et
très bons. Les grandes surfaces devraient pouvoir gérer ce genres de
nourriture en les vendant moins cher.

",Neinlahr,pour,2017-08-09T08:13:28+0200,2017-08-09T08:13:28+0200,dcc71f06-7cc9-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Problème,Les crises alimentaires successives des dernières années ont fortement fragilisé la confiance des consommateurs vis-à-vis de l’industrie agroalimentaire,"arrêter la ""com"" en faveur des fausses solutions .Exemple type :l'agriculture
raisonnée qui peut en donner une définition précise ? et quelles garanties
offre-t-elle aux consommateurs ? Pour mémoire le réseau FARRE promoteur de ce
concept est (était?) une émanation de la FNSEA et financé par les fournisseurs
de traitements chimiques . On entend ,hélas ,encore parfois des références à
ce concept . Aujourd'hui après m'être intéressé pendant des décennies à
l'agroécologie ,je me méfie du terme tellement il est utilisé par des gens qui
en sont très loin . L'avantage des labels ,c'est qu'il y a un cahier des
charges précis et concret consultable par les consommateurs ou leurs
associations .

",Gérard Bricet,pour,2017-07-26T11:57:40+0200,2017-07-26T11:57:40+0200,dcc9e2ca-71e8-11e7-92ee-fa163e947a7a
Exportation / International,"Comment accompagner la stratégie d’internationalisation de nos entreprises dans le respect des enjeux environnementaux, sociétaux et sanitaires ?",Causes,L'internationalisation de nos entreprises ne peut être faites uniquement et seulement par NON-respect des enjeux sociaux et environnementaux,"Il est vrai que nous ne pouvons mondialiser sans impacts environnementaux et
sociaux. Prenons simplement les différents moyens de transports et de
communications, indispensables à un marché mondialisé, qui sont d'importants
postes d'émissions de gaz à effets de serre, de part leur consommation et
leurs infrastructures. Et ce n'est pas les traités de libre échange qui vont
arranger les choses...

",David H.,pour,2017-07-25T16:09:23+0200,2017-07-25T16:09:23+0200,dcd8adfb-7142-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Améliorer le partage des données sur les coûts de production,"D'accord...mais ça existe déjà largement !

",Pierre Rigondaud,pour,2017-07-27T14:05:20+0200,2017-07-27T14:05:20+0200,dcdf9a7c-72c3-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,"Les investissements en élevage (bien-être animal, normes sanitaires, bâtiments, technologies …) augmentent les coûts","on doit s'en tenir aux normes européennes , ne pas rajouter de "" sur-normes""
françaises et , bien sûr , ne pas accepter , à l'importation, de produits
extra-européens ne répondant pas à ces normes.

",jeanclaude44,pour,2017-08-04T09:59:37+0200,2017-08-04T09:59:37+0200,dce843af-78ea-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"Limiter l'augmentation des charges et établir des prix minimum dans chaque
filière permettraient à l'agriculteur d'anticiper son assolement et de vivre
avec un minima dans les mauvaises années. Ajouter une aide financière de
gestion des risques pour atténuer certaines années catastrophiques. Ne pas
ajouter des normes supplémentaires françaises aux normes européennes, ceci
permettrait une concurrence déloyale entre pays européens.

",Karine Magnan,pour,2017-07-20T13:23:31+0200,2017-07-20T13:25:51+0200,dceb3ccb-6d3d-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,Label Valorisation,"Avant tout remettre l'orthographe dans les programmes scolaires!

",Rémi Vlncent,contre,2017-07-25T14:36:20+0200,2017-07-25T14:36:20+0200,dcfa0169-7135-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Accepter de payer notre alimentation au juste prix,"La concentration de la population aboutit à privilégier la valeur du logement
au détriment de l'alimentation depuis 50 ans. La concurrence internationale
agro-alimentaire déloyale et les normes de construction drastiques ainsi que
la fiscalité y contribue aussi. A changer.

",Marin Michel Trouve,pour,2017-07-21T22:04:54+0200,2017-07-21T22:04:54+0200,dd0bdbc2-6e4f-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,"Mettre en place des projets expérimentaux de ‘grappes de fermes’ pour expérimenter, former, et développer de nouveaux modèles alimentaires territoriaux.","Faire pousser des fruits et des légumes c'est un métier. Manager. Recruter.
Faire la promotion de ses produits. Les vendre. Gérer des comptes. Investir.
Il y a tant d'autres choses à faire qu'il faudrait en effet créer un autre
métier ce serait une bonne idée.

",Arnal2000,contre,2017-08-12T21:03:01+0200,2017-08-12T21:03:01+0200,dd1d6650-7f90-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Privilégier des conditionnements alimentaires respectueux de la santé et de l’environnement,"Stopper le suremballage, désastre écologique !

",Mathilde,pour,2017-08-14T15:52:50+0200,2017-08-14T15:52:50+0200,dd22ea5b-80f7-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,"Mettre en place une comptabilité agricole en 3K (triple capital : financier, naturel et social)","Afin de ""compter ce qui compte""
https://drive.google.com/file/d/0B-K-TMOrCw6nWW0wTTkzOC05WVU/view?usp=sharing

",Christophe Delamare,pour,2017-07-20T11:00:22+0200,2017-07-20T11:00:22+0200,dd2c644d-6d29-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,manger vegétalien,"Hors sujet. On parle de l'info des consommateurs

",Pierre Rigondaud,contre,2017-08-01T21:37:32+0200,2017-08-01T21:37:32+0200,dd2efd84-76f0-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,un consommateur qui méconnait les bases d'une alimentation saine,"L'école peut enseigner la nutrition, c'est-à-dire les bienfaits et les méfaits
de certaines habitudes de consommation, de certains produits, etc...

",Matthieu Acker,pour,2017-07-25T22:57:25+0200,2017-07-25T22:57:25+0200,dd2fd9a6-717b-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,"Faire émerger une troisième voie en agriculture, celle de l’agriculture responsable","1° Encourager les bonnes pratiques (dans la vision d'un monde durable). 2°
Mettre le doigt sur les pratiques néfastes et les améliorations possibles.
OUI, mais comment communiquer ?

",Lupo,pour,2017-08-06T22:07:24+0200,2017-08-06T22:07:24+0200,dd377c06-7ae2-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,L’absence de séparation entre le métier de conseil et de vente d’intrants,"Il existe aussi des coopératives et des conseillers qui après analyse des
parcelles préconisent des solutions alternatives aux ""pesticides"" où
préconisent même le ""non traitement"" pour nuisibilité faible à la production
de la parcelle où pour seuil de traitement non atteint notamment sur
insecticides. Certains professionnels ne sont donc pas des vendeurs de
produits mais biens des conseillers d'exploitations qui souhaitent oeuvrer
pour une agriculture durable qui associe Economie, Agronomie, environnement et
même Biodiversité!!!! Ces professionnels prennent à coeur leur métier
d'accompagner aux mieux leurs adhérents pour que leurs productions, qui font
leur fierté et celle de la France, soit pérenne et compétitive.

",Brunet,contre,2017-08-03T12:38:18+0200,2017-08-03T12:38:18+0200,dd395ecc-7837-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,Les animaux sont des êtres conscients pas des aliments,"bien sur vous vous croyez plus intelligent que les médecins , vous qui n'en
êtes pas un .Les sornettes c'est vous qui ne cessez de les raconter , c'est de
la truanderie .Je défends ma profession par connaissance des conséquences de
votre idéologie , qui du reste est impossible à mettre en place et si vous
aviez les connaissance de base écologiques , vous feriez moins de baratin .Nos
syndicats n'ont pas été assez virulents avec les végans parce qu'ils savaient
l'impossibilité de la mise en place d'une telle idéologie ,cependant nous
sommes nombreux à être fatigués des ignominies que vous pouvez raconter et
surtout des agressions verbales voir physiques que nous subissons , entretenu
par des appel à la haine et à la violence sur les forums et les pages
facebbook végan . Stop à la bêtise , il faut savoir intervenir

",paysanne,contre,2017-08-17T17:22:20+0200,2017-08-17T17:22:20+0200,dd435e8d-835f-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Favoriser la pratique du doggy bag,"ou faire comme certains restau brésiliens : payer au kg. On prend une
assiette, on passe au différents stands au fur et à mesure de l'avancement du
repas et on paye le poids du contenu de l'assiette.

",bibu,contre,2017-08-13T11:00:32+0200,2017-08-13T11:00:32+0200,dd4e28a4-8005-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Causes,Blé et gluten,"Diversifier son alimentation = ne plus manger de blé à chaque repas. En france
50% des calories que nous ingérons proviennent du blé, il est temps qu'on
arrête de baser notre alimentation sur une seule céréale !!!

",Julie Bardaji,pour,2017-07-21T11:49:17+0200,2017-07-21T11:49:17+0200,dd4fa389-6df9-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Les lycées agricoles ne sont pas suffisamment outillés pour enseigner les nouveaux modes de production,"il faut reprendre à la base en formant les professeurs aux nouveaux modes de
productions qui existent pour pouvoir les transmettre du mieux possible aux
élèves. des Centres de Formations doivent envisager la formation des
formateurs à ces nouveaux modes de production qui sont sans cesse en
évolution. Il y a une vraie urgence à éduquer au mieux les futurs
agriculteurs. Également déjà es groupes de développement agricole (CIVAM ...)
réalisent des formations auprès des agriculteurs pour les amener à repenser
leur système d'exploitation, voir d'autres manières de produire, limiter les
impact sur l'environnement et produire de la qualité ..

",Solenne Cardine,pour,2017-07-20T14:27:58+0200,2017-07-20T14:27:58+0200,dd5a5b57-6d46-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Prix garanti,"il faut mettre en place une sorte de smic agricole sur les produits de base
tel que le lait et laisser l'industrie et la distribution gérer les volumes
qu'ils ont besoin sous couvert d'une loi.

",pantxo,pour,2017-07-26T09:27:21+0200,2017-07-26T09:27:21+0200,dd5c52d1-71d3-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,Comment valoriser le modèle alimentaire français,"l'interdiction des produits phytosanitaires est une utopie a court terme , la
sensibilisation et l'information du monde agricole et des citoyens qui
l'entoure me parait plus logique pour arriver à une diminution nette ... le
basculement de la société ne se fera pas sans douleurs par l'obligation mais
bien quand la moyenne des gens les plus concernés auront pris conscience...

",lesmeurlets,contre,2017-08-04T19:03:40+0200,2017-08-04T19:07:11+0200,dd5f21e2-7936-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"\- Autrefois les coopératives étaient la propriété des agriculteurs et étaient
structurées pour assurer le retour sur investissements aux agriculteurs.
Aujourd'hui certaines d'entre elles sont devenues des organismes à but
lucratifs et mettent les agriculteurs, leurs fournisseurs en tension sur les
prix. \- Les agriculteurs ne devraient pas pouvoir vendre à perte, cad sous
leur coût de production.

",Delphine Le Penhuizic,pour,2017-07-24T09:51:12+0200,2017-07-24T09:51:12+0200,dd620aaf-7044-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Ne pas surinterpréter les normes Euopéennes,"Un exemple concret vient conforter votre point de vue : l'interdiction des
néonicotinoides. Pourquoi veut-on les interdire en France et pas dans toute
l'union européennes. Encore un boulet de plus pour l'agriculture Française.

",Delphine Dupot,pour,2017-07-30T11:31:28+0200,2017-07-30T11:31:28+0200,dd7ddbfd-7509-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Des relations commerciales déséquilibrées,"Les agriculteurs devraient se tourner plus souvent vers la vente directe aux
consommateurs ou s' organiser en scoop. Ils ne doivent rien attendre de l'
industrie agro-alimentaire. Ils devraient aussi se tourner vers le bio et la
permaculture, en fait se libérer des anciens modèles. Le consommateur est prêt
à investir dans une alimentation saine et garantie sans pesticides.

",xadda33,pour,2017-08-28T16:33:31+0200,2017-08-28T16:33:31+0200,dd83b39c-8bfd-11e7-92ee-fa163e947a7a
Exportation / International,"Comment accompagner la stratégie d’internationalisation de nos entreprises dans le respect des enjeux environnementaux, sociétaux et sanitaires ?",Causes,"Difficulté à faire valoir la prise en compte des critères sociaux, économiques et environnementaux dans les négociations commerciales internationales","l'agriculture ne doit plus servir de monnaie d'échange pour vendre des
produits à forte valeur ajoutée (avions,...). L'Europe doit protéger ces
citoyens par rapport à des produits qui viennent de pays qui ne respectent pas
les mêmes standards et les taxer. L'Europe doit respecter la volonté de ses
citoyens (OGM) !

",Anaël,pour,2017-08-29T23:20:21+0200,2017-08-29T23:20:21+0200,ddb44aff-8cff-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,L’omniprésence de la publicité alimentaire,"La pub devrait être bannie dans les programmes pour enfants, car ils ne sont
pas en mesure de prendre le recul nécessaire pour analyser ce qu'ils voient et
entendent. De même, les allusions aux dessins animés ne devraient pas être
visibles sur les emballages. Pour les autres programmes, il faudrait réduire
les temps de pub, car elle est en constante augmentation, ce qui devient du
lavage de cerveau. De même, il faudrait filtrer les mensonges publicitaires
qui engendrent la malbouffe et toutes ses conséquences.

",S L,pour,2017-07-24T21:54:12+0200,2017-07-24T21:54:12+0200,ddba4536-70a9-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Mettre en place des schémas territoriaux de lutte contre l’insécurité alimentaire,"Claude Bobey a raison de parler de précarité alimentaire plutôt que
d'insécurité alimentaire comme le titre de la proposition l'utilise de manière
inappropriée. Cf. la remarquable démonstration d'Elodie MARAJO PETITZON dans
son mémoire de recherche ""Comprendre et prévenir la précarité alimentaire"",
pages 17 et suivantes ""1.4.3. Pourquoi parler de « précarité alimentaire »
plutôt que d’ « insécurité alimentaire » ?"" (09/2014) http://www.orda-
lr.org/IMG/pdf/memoire_a2d2__elodie_marajo_petitzon.pdf

",HopHopFood,pour,2017-08-26T21:07:54+0200,2017-08-26T21:07:54+0200,ddbeabec-8a91-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,La surabondance d’informations sur l’emballage,"J'ai ""découvert"" que j'avais 45 ans après m'être écrié en magasin ""mais qu
'ont-ils tous à écrire leur composition de plus en plus petit"". Plus
d'information est nécessaire, mais l'emballage n'est pas/plus le support
lisible.

",pbo,pour,2017-08-06T22:57:31+0200,2017-08-06T22:57:31+0200,ddc32892-7ae9-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Les agriculteurs n'ont plus le contrôle sur leur marge,"La course de la consommation a bas prix gérée par la grande distribution ne
doit pas tuer la production locale dont les producteurs doivent bénéficier
d'un prix rémunérateur car il n'y a pas de raison qu'il leur soit imposable de
vendre en dessous de leur prix coutant. C'est une cause d'intérêt national lié
à la valorisation du territoire, à la conservation du système productif
national, à la sécurité alimentaire de la population dont il ne faut jamais
oublier la citoyenneté. Face à cette responsabilité d'envergure ce n'est pas
aux centrales d'achat de fixer les prix sans négocier respectueusement des
contraintes de leurs fournisseurs et compte tenu de la qualité des produits
(et non de l'emballage) en respectant les cout liés aux conditions de
production. Devant la dérive autoritaire de la grande distribution une
instance d'arbitrage ordinaire devrait être instituée et l'obligation
d'écouler la production locale avant de recourir aux importations devrait
relever d'une contrainte légale sans contrevenir aux obligations européennes.

",LUBEK Robert,pour,2017-07-20T21:37:28+0200,2017-07-20T21:37:28+0200,ddc5fb02-6d82-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,l'agriculture biologique: de l'essentiel à la généalisation,"Je travaille dans un EHPAD et je sais à quel point les repas des résidents ne
sont pas toujours équilibrés en rapport avec leur état de santé fragilisé par
de multiples pathologies. Il me semble très important d'introduire une
alimentation issue de la filière biologique.

",mcsozen,pour,2017-07-25T13:53:25+0200,2017-07-25T13:53:25+0200,dddd54b7-712f-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,Identifier l'empreinte carbone par un code couleur,"Pour éviter Le bio emballé sous plastique avec 10000km au compteur...

",Bperzo,pour,2017-07-20T22:13:16+0200,2017-07-20T22:13:16+0200,dde2e862-6d87-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Une concurrence internationale intense,"Il n'y aura pas d'agriculture si elle n'est pas compétitive, le volet
économique dans un marché ouvert et mondialisé est la première priorité

",Desaivres,pour,2017-07-27T23:30:52+0200,2017-07-27T23:30:52+0200,dde59a25-7312-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"""Le revenu des agriculteurs ne cesse de diminuer."" Moi, productrice de lait
suis choquée de voir l'évolution de mon litre de lait comparé à un timbre
poste, une carte postale !!! Un litre de lait demande beaucoup de travail (24
mois minimum pour élever un veau en vache) et les exigeances sont de plus en
plus importantes !!! Cela fait 20 ans que je suis installée et mon
exploitation continue de plus en plus difficilement. Je vis à crédit ! Cela ne
peut plus durer ! Qui accepterait ? Et ne croyiez pas que l'on travaille moins
bien qu'avant, au contraire c'est beaucoup plus raisonné! De toute façon notre
portefeuille nous rappelle à l'ordre vite fait !

",cathe22,pour,2017-07-20T19:21:28+0200,2017-07-20T19:21:28+0200,ddf043a2-6d6f-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,L’insuffisance des dispositifs d’aide alimentaire,"HopHopFood va créer des espaces de solidarité alimentaires autour des
personnes qui en ont besoin et entre ceux qui le souhaitent. Une plateforme
électronique permettra de lutter contre le gaspillage alimentaire des
particuliers (53 % du gaspillage alimentaire total) en réduisant la précarité
alimentaire de populations fragiles (étudiants, réfugiés, femmes seules, etc).
Le manque et le gâchis peuvent être vécus à quelques mètres les unes des
autres. Or le partage d’alimentation est un vecteur puissant de solidarité,
notamment quand il est gratuit ! La lutte contre le gaspillage alimentaire a
suscité la création de nombreuses start-up avec des business modèles fondé sur
la commission, en B to B, B to C ou C to C. Association sans but lucratif,
HopHopFood est plus adapté pour répondre aux défis d’une plateforme
électronique d’échanges et de partage GRATUITS des particuliers (C to C). Les
premières zones tests de création de solidarité sont en constructions à Paris
11 et 18, et à Sceaux.

",HopHopFood,pour,2017-07-21T02:02:20+0200,2017-07-21T02:02:20+0200,ddfc8f45-6da7-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Une solution parmi d'autres : la commande publique tremplin pour la transformation de notre agriculture,"Bien sûr. Mais il faudrait pour cela soit réviser notre constitution
européenne, ou alors, puisque les français ont refusé cette même constitution
européenne, en sortir par voie légale. Puisque, petit rappel, il faut se
soumettre à tout ce qui est émis par bruxelles, les règles de concurrence
européenne etc. Les prestataires qui remportent les marchés publics sont
rarement les plus respectueux de l'environnement, encore moins les
exploitation en difficulté ou manque de trésorerie. Et encore moins locaux.

",Ari,pour,2017-07-26T10:53:16+0200,2017-07-26T10:53:16+0200,de04d302-71df-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Libérer le droit à cultiver le patrimoine semencier mondial,"ça veut dire que les semences ne doivent pas être privés par des
multinationales comme bayer-monsanto et donc que les paysans puissent
reproduire leur semences paysannes et vendre leur récolte sur le marché que
les obligés à acheter tous les ans les semences du catalogue officiel. les
semences doivent redevenir les propriétés à l'humanité et pas à un groupe de
riche multinationales. comme le dit pierre rabhi

",nath_35,pour,2017-08-06T22:43:13+0200,2017-08-06T22:43:13+0200,de0abb6b-7ae7-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Renforcer le rôle des collectivités territoriales dans l’adoption de modes de consommation responsables,"Proposer davantage de protéines végétales (légumineuses, etc.) dans les
restaurants scolaires participe au changement des habitudes alimentaires

",FlorenceP,pour,2017-07-27T11:06:24+0200,2017-07-27T11:06:24+0200,de29ca25-72aa-11e7-92ee-fa163e947a7a
