themes,projet,section,title,contenu,sourcesCount,votesCountOk,updatedAt,connectionsCount,createdAt,votesCountNok,author,pinned,votesCount,argumentsCount,versionsCount,votesCountMitige,id
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Soutien fiscal à l'achat local.,"Je proposerai de taxer les approvisionnements des industriels de façon
dégressive en fonction de la distance de leur fournisseur. Par exemple pour
une usine en Normandie ayant besoin de tomates. Si elle les fait venir
d'Espagne elle paierait une taxe normale alors que si elle achète en Loire-
Atlantique la taxe serait moindre et encore réduite si le fournisseur est
Normand.

  

Bien sûr cela n'est possible que s'il existe une autre source pour le produit
en question et le calcul pourrait être compliqué mais je pense que ça
soutiendrait les filières courtes.

",0,2,2017-07-23T21:05:39+02:00,0,2017-07-23T21:05:39+02:00,0,Beniben,False,2,3,0,0,eb49582d-6fd9-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Mieux impliquer les agriculteurs dans les stratégies territoriales,"Il existe de nouvelles possibilités d'intégrer les agriculteurs aux stratégies
territoriales notamment les PAT (Projet Alimentaire de Territoire).

Bien connaitre son territoire et son maillage agricole permet aux
gestionnaires (communautés de communes, acteurs du territoires) de mettre les
moyens nécessaires pour communiquer et développer des actions qui valorisent
les productions locales. C'est un moyen de sortir les agriculteurs de
l'isolement et du système de production dans lequel ils peuvent se perdre.

",0,13,2017-07-21T08:36:24+02:00,0,2017-07-21T08:36:24+02:00,0,Margot,False,16,3,0,3,eb4e89c2-6dde-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Mettre en place une campagne de sensibilisation des producteurs,"Une large campagne de sensibilisation menee par les pouvoirs publics (Etat,
collectivites territoriales) et a destination des producteurs pourrait etre
mise en place afin de promouvoir l'agriculture durable.

",0,60,2017-07-20T07:40:20+02:00,0,2017-07-20T07:40:20+02:00,17,Etats généraux de l'alimentation,True,98,19,0,21,eb9a07cd-6d0d-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,Interdire les marques distributeur/Premier Prix,"Au motif que la guerre des prix est prioritaire et que les français doivent
retrouver ""leurs"" produits partout en France, les GMS ont créé de fausses
marques.

Le produit qui se cache derrière peut provenir de n'importe quelle usine, du
moment qu'elle respecte de spécificités produits et surtout soit compétitive.
Au final ces dernières n'ont pas de responsabilité d'image et n'ont comme
levier de développement que l'obsession d'être moins cher que le concurrent.

Le consommateur ne sait donc pas quelle entreprise/coopérative récolte,
transforme, emballe ni même dans quelle région le produit est fabriqué. Seule
l'estampille sanitaire (produit viande, lait oeuf) donne un indice, tout
petit, à l'arrière du produit.

Et depuis quelques années, ces marques s'approprient nos produits
traditionnels (reflets de france, nos régions ont du talent,...)

",0,0,2017-08-22T14:25:01+02:00,0,2017-08-22T14:25:01+02:00,0,Gerbille,False,0,0,0,0,ebecc1b7-8734-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,charges d'investissements souvent inconscientes par les agriculteurs,"Nombre d'agriculteurs s'equipent avec des matériels (notaments les tracteurs,
etc) qui coutent un prix astronomique (tous ceux qui sont equipés par la
marque John Deere par exemple. Ces tracteurs et matériels coutent plus de 50 %
plus chers que d'autres tres bonnes marques (comme Renault, Landini, New
holland etc).

Essayez de regarder tous les tracteurs John Deere qui sont dans les
manifestations d'agriculteurs!

",0,4,2017-07-21T15:45:56+02:00,0,2017-07-21T15:45:56+02:00,16,enzo12,False,23,4,0,3,ec19acc0-6e1a-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,"Droit des Végétaux à une culture appropriée sans stress, à une alimentation naturelle et un environnement adapté","Le modèle agricole actuel a perdu sa dignité en traitant n'importe comment ses
cultures.

  

Des tonnes de déjections animales toxiques et polluantes sont déversées dans
les champs ou pousseront des clones et des hybrides végétaux dont on a
supprimé la possibilité naturelle d'apprendre et d'évoluer de par leur
croissance végétative et leur reproduction.

  

Les plantes sont soumises à des stress hydriques, mécaniques, chimiques ou
lumineux et sont cultivées dans des sols ne constituant plus un environnement
sain y compris pour les organismes s'y trouvant naturellement !

  

Ce manque de respect pour les cultures végétales entraîne mécaniquement une
baisse qualitative et nutritionnelle des plantes et une faible résistance aux
maladies et aux insectes.

  

L'industrie agro-alimentaire propose ainsi et en conséquence aux consommateurs
des plantes malades, chétives, avec peu de goût et de valeur nutritionnelle,
mélangées à des additifs culinaires ou de conservation, qui nuisent également
à la santé.

  

  

",0,0,2017-08-14T11:43:44+02:00,0,2017-08-14T11:35:34+02:00,0,bocet,False,0,2,0,0,ec24e37e-80d3-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Un faible développement des modes alternatifs d’alimentation,"Aujourd'hui, des initiatives comme les jardins partages, les groupements
d'achats, etc. existent et permettent de faciliter l'acces des menages les
plus modestes a une alimentation de qualite. Mais ces modes alternatifs
d'alimentation sont encore peu developpes et peu soutenus.

",0,126,2017-07-20T18:31:46+02:00,0,2017-07-20T18:31:46+02:00,2,Etats généraux de l'alimentation,True,136,12,0,8,ecaa6406-6d68-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Mentionner l'origine géographique de TOUS les ingrédients,"A ce jour, impossible de connaître l'origine des ingrédients qui composent un
produit. Cette indication est demandée depuis longtemps par les associations
de consommateurs mais le lobbying agro-alimentaire est très puissant et fait
pression pour ne pas divulguer ces informations au consommateur. De plus, avec
toutes ces mentions type ""fabriqué en France"", ""produit en France"" , un
véritable flou est entretenu et le consommateur est perdu.

",0,3,2017-08-10T11:18:51+02:00,0,2017-08-10T11:18:51+02:00,0,Lili,False,3,0,0,0,ecb38e25-7dac-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Transparence des marges de la grande distribution,"Étiquetage des prix fruits et légumes avec le prix d'achat du producteur, la
marge des intermédiaires et de la grande distribution

Rendre les négociations avec la grande distribution transparentes par la
présence inopinée de la DGCCRF

  

",0,48,2017-07-20T13:45:27+02:00,0,2017-07-20T13:45:27+02:00,1,Tom,False,50,2,0,1,ed12fa82-6d40-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Coût du travail,"L'agriculteur est le seul artisan à ne pas décider de son prix de vente par
rapport au coût de revient. Est il normal qu'une bete nee en hors UE, élevée
en France, abattue en Italie, et redécoupee en France soit moins chete qu'une
bête ayant fait ttes les mêmes étapes en France et achetée en circuit cours??

",0,22,2017-07-20T22:20:51+02:00,0,2017-07-20T22:20:51+02:00,0,JB BOYÉ,False,22,3,0,0,ed2ab602-6d88-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Restauration des collectivités,"Obligation de proposer un menu végétarien dans les cantines scolaires, les
hôpitaux, les grandes entreprises et autres collectivités.

",0,25,2017-07-20T20:47:47+02:00,0,2017-07-20T20:47:47+02:00,5,Nestor Caffa,False,34,7,0,4,ed2d7313-6d7b-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,"Un prix de vente de l'agriculteur, fixé par l'agriculteur","Un prix de vente de l'agriculteur, fixé par l'agriculteur.

  

Ce qui pourrait paraitre limpide ne l'est pas dans les faits. Le rapport de
force entre agriculteurs et distributeurs est tel que c'est bien souvent les
distributeur qui fixe le prix. Pour question est pour moi, comment changer ce
rapport de force ?

  

Ce que suggère c'est la mise en place de regroupement d'agriculteurs au sein
de structures similaires aux coopératives d’entrepreneurs.

  

",0,3,2017-08-02T23:31:20+02:00,0,2017-08-02T23:31:20+02:00,0,Martin K.,False,5,2,0,2,ed53ce46-77c9-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Revoir la gouvernance dans les organisations et les compositions des commissions publiques agricoles,"Constat : un énorme décalage entre les agriculteurs qui siègent dans les
organisations et commissions liées à l'agriculture et à l'installation
agricole (commissions liées à l'installation, autorisation d'exploiter, SAFER,
...) et les jeunes qui ont des projets d'installation parfois innovants,
différents ....

Ces responsables professionnels sont souvent nommés par les Chambres
d'agriculture, seule instance à représenter par une élection l'ensemble du
monde agricole.

Proposition : modifier le mode de scrutin et de représentations dans les
chambres d'agriculture : instaurer une vrai proportionnelle (présence des
différentes sensibilités agricoles) et intégrer un nombre non homéopathique de
représentants des consommateurs ! Une telle diversité permettrait d'ouvrir ce
monde et d'avoir des commissions plus ouvertes à l'innovation et à des
systèmes différents.

",0,2,2017-08-08T18:52:12+02:00,0,2017-08-08T18:52:12+02:00,0,anne marie lagoutte,False,2,0,0,0,ed6f4294-7c59-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,Valoriser le modèle économique et social français,"Les produits français sont reconnus dans de nombreux pays pour leurs qualités
sanitaires, gustatives ou pour leur marque. Ces qualités permettent de
différencier un produit français de tout autre produit du marché mondial. Il
apparait donc important de maintenir des exigences sanitaires et qualitatives
dans l’ensemble de nos filières.

Les indications d’origine et de qualité qui font la richesse de nos filières
permettent de mettre en avant nos produits sur les marchés français et
international. D’autre part, la stratégie de marques fortes est également un
vecteur pour valoriser nos productions à l’étranger. Il est important que les
entreprises, privées ou coopératives, mettent des moyens dans les services de
recherche et développement, mais aussi de communication et de marketing,  afin
de différencier nos produits.

Il est également important de mettre en avant la provenance française des
produits à l’export et sur le marché français. L’étiquetage de l’origine des
produits, transformés ou non, doit être obligatoire à l’échelon européen et
mondial. D’autre part, à l’image des logos « Viande de France » et « Fruits et
légumes de France » lancés en 2014 et 2015, il est nécessaire de valoriser ou
développer des logos harmonisés permettant d’identifier les produits français
sur les marchés internationaux. Ces bannières permettront d’identifier notre
triple performance: économique, sociale et environnementale.

",0,20,2017-08-25T12:12:40+02:00,0,2017-08-25T12:12:40+02:00,0,JeunesAgriculteurs,False,20,0,0,0,edb13656-897d-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,En écoutant les agriculteurs ...,"... déjà ici en les identifiant et en leur donnant du crédit ...

",0,2,2017-08-26T14:13:11+02:00,0,2017-08-26T14:13:11+02:00,0,olivier 77,False,2,1,0,0,ee08120c-8a57-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,"Savoir et innover pour s'adapter aux transformations sociologiques, culturelles, économiques et technologiques","""ensemble des activités développées par l'homme, dans un milieu biologique et
socio-économique donné, pour obtenir les produits végétaux et animaux qui lui
sont utiles, en particulier ceux destinés à son alimentation.""

voilà la définition du petit robert sur l'agriculture... problème... nous
sommes dans une agriculture intensive, industrialisée qui a perdu la capacité
de s'adapter à son environnement qu'il soit biologique ou socio économique !
Si on s'en tient à la définition, l'agriculture devrait de toute urgence à
minima évoluer pour s'adaper aux transformations profondes de notre
environnement naturel... car c'est bien là le problème, l'agriculture ne tient
pas compte de la DONNE dans laquelle nous sommes aujourd'hui... réchauffement
et perturbations climatiques, transformations culturelles et sociologiques,
voilà à minima 2 raisons qui doivent la pousser à se transformer. Il faudrait
aussi savoir partir de ce que les gens veulent vivre maintenant pour leur
apporter de nouvelles réponses innovantes et adaptées !

",0,2,2017-07-24T07:57:09+02:00,0,2017-07-24T07:57:09+02:00,0,Maries,False,2,0,0,0,ee5810f9-7034-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,Introduire dans les programmes scolaires un point particulier sur le « modèle alimentaire français »,"Afin de preserver ce modele alimentaire français, les consommateurs français
doivent, des leur plus jeune age, connaitre ses specificites que sont
notamment la convivialite des repas qui favorise leur regularite ainsi que la
diversite des aliments consommes.

",0,51,2017-07-20T18:38:59+02:00,0,2017-07-20T18:38:59+02:00,8,Etats généraux de l'alimentation,True,67,18,0,8,eea24833-6d69-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,amélioration des circuits courts,"prioriser les circuits courts, taxer les intermédiaires qui ne produisent que
des marges , plus taxer l'import, diminuer les taxes de la production
biologique et de permaculture

",0,5,2017-07-28T07:09:28+02:00,0,2017-07-28T07:09:28+02:00,0,du schmoll Raoul,False,5,0,0,0,eea9ab29-7352-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,"Distinguer la production de masse de la production qualitative, afin que la masse ne fixe plus le prix de référence du marché","Ce qu'il faut, c'est SANCTUARISER l'agriculture française en élevant la
qualité. Par exemple, il faudrait simplement catégoriser les ""usines à lait""
qui produisent 80'000 kilos et doivent être surveillées comme le lait sur le
feu tant ces bêtes sont fragiles et nécessitent une alimentation spécialement
riche pour produire leur lait à grosses protéines qui fait mal à la tête. De
sorte que ceux qui produisent de la qualité avec des bêtes qui ne produisent
que 30'000 kilos et peuvent bénéficier d'une nourriture normale, voir pâturer,
ne subissent plus les conséquences de ce marché de masse.

  

Si nous prenons l'exemple de la Ferme des 1000 vaches, son lait de masse n'est
pas plus mauvais que celui du producteur de masse moyen, mais le modèle
économique est rentable en raison de l'automatisation, des volumes et de la
diversification dans la production énergétique. La cerise sur le gâteau étant
que les vaches y sont globalement mieux installées que dans l'exploitation de
masse moyenne.

  

De fait, il n'est pas normal que le lait issu de ce genre d'exploitation
hyper-rentable fasse la référence du prix du marché.

  

Alors, il faut insister sur le marquage de la différence des systèmes
productifs, de sorte que ceux qui s'axent sur la masse ont des prix de masse,
conformes à la qualité produite et ceux qui s'axent sur la qualité vendent
pour leur qualité au prix de la qualité. Aujourd'hui, ces deux modèles ne sont
pas véritablement distincts, les uns travaillent quasiment comme les autres et
sont ainsi assimilables. Sauf à avoir véritablement un modèle agricole
disruptif, rien ne justifie un prix plus élevé. Alors que le modèle de masse
nécessite bien plus de travail, les bêtes doivent être plus nourries, avec de
la nourriture plus chère, plus riche, plus mesurée. Elles nécessitent des
soins vétérinaires, parce que leur surproduction leur affaiblit le système
immunitaire, la grosse part de leur énergie partant dans la production de lait
et la promiscuité des élevages, ces bêtes ne pouvant se promener librement en
raison de leur tétine monstrueuse, les expose aux pathologies. De fait, de
produire du lait de masse coûte cher et nécessite beaucoup de travail. Alors
que d'avoir moins de bêtes, qui produisent moins, peuvent être nourries
normalement, à l'herbe, au foin, au grain de la ferme, elles sont plus
résistantes, nécessitent moins de coûts d'intrants et leur lait, bien
meilleur, est vendu beaucoup plus cher.

  

En résumé, plus de chiffre d'affaires pour le modèle de masse, mais beaucoup
plus de charges et de travail, avec un prix de vente bas en raison de la
qualité et donc moins de bénéfices, mais plus de potentiel à la
diversification énergétique grâce aux volumes d'extrants beaucoup plus
conséquents. Pour les autres, beaucoup moins de chiffre d'affaires, beaucoup
moins de charges, moins de travail, mais une meilleure qualité et donc un prix
élevé et du bénéfice.

  

En outre, le fait de produire du lait avec des bêtes normales, moins
productives, en plus de produire du lait de meilleure qualité, ça produit
également une viande de meilleure qualité. Les animaux-usine ne donnent pas de
la bonne viande (et on ne les jette pas pour autant, on retrouve cette viande
dégueulasse dans les supermarchés) alors que des bêtes normales peuvent être
plus facilement un compromis entre bonnes laitières et bonne race à viande.

",0,27,2017-07-20T23:25:19+02:00,0,2017-07-20T23:25:19+02:00,1,ThierryC,False,31,4,0,3,eeb09405-6d91-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Augmenter le revenu des agriculteurs via la production de cannabis,"D'aucuns vont s'offusquer quant à ma proposition! Avant de la rejeter en bloc,
merci de prendre soin d'étudier le raisonnement...

Certains pays ou états ont choisi de légaliser le cannabis. Dans l'État du
Colorado (5.5 millions d'habitants), qui a légalisé la marijuana en 2014, les
taxes ont rapporté 135 millions de dollars en 2015!

Les consommateurs de cannabis en France, sont estimés à 1 million de fumeurs
réguliers et 4 millions de fumeurs occasionnels. Pour se fournir, la majorité
d'entre eux recourent au marché noir ; les autres cultivent leur propre
production. Les bénéfices du marché noir profitent aux organisations mafieuses
et terroristes.

Pourquoi ne pas faire profiter l'Etat et les agriculteurs de cette manne
financière? Tout comme la consommation d'alcool, la consommation de cannabis
est dangereuse, c'est pourquoi il faut la réglementer :

\- production **UNIQUEMENT **par les agriculteurs (en fonction de leurs
revenus, de leur surface agricole, de leur type d'exploitation (céréalière,
viticole, maraîchères, fruitières, élevage) et de leur localisation),

\- sécurisation des récoltes, des stocks et du transport par les forces de
l'ordre (celles qui luttaient contre le trafic),

\- commercialisation assurée par l'Etat (création de lieux de distribution et
de consommation en monopole détenu par l'État),

\- création d'une taxe ""cannabis"" (afin de financer les coûts de la
sécurisation),

\- interdiction de consommer pour les mineurs, les personnes sous tutelle, les
toxicomanes et les détenus en prison,

\- évolution de la réglementation : durcissement des peines pour les
revendeurs (et lesconsommateurs) au marché noir ; détermination d'une quantité
maximum à acheter et à transporter, nouvelle définition du seuil autorisé pour
la conduite d'un véhicule (une certaine quantité ou tolérance zéro).

Ainsi, les agriculteurs autorisés à cultiver pourraient améliorer leurs
revenus ; ce qui leur permettrait d'améliorer la qualité écologique,
organoleptique et sanitaire de leur production.

Au passage, l'État toucherait une taxe supplémentaire qui viendrait augmenter
son budget (estimée à environ 2 milliards/an).

  

",0,15,2017-07-20T15:54:28+02:00,0,2017-07-20T15:47:11+02:00,7,Brie C'est Lion,False,24,6,0,2,eebe5896-6d51-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Mieux former les médecins et les personnels de santé sur les liens entre alimentation végétale et santé,"La formation nutritionnelle des médecins et personnels de santé est
aujourd’hui particulièrement réduite en France. Sur la question des
alimentations végétarienne et végétalienne, cette formation est datée, et ne
reflète pas l’état des savoirs scientifiques.

  

Nous demandons qu’une formation initiale solide soit mise en place à
destination des médecins, infirmiers et cadres hospitaliers sur les bénéfices
de l’alimentation végétale fondée sur les fruits, les légumes, les céréales
complètes, les légumineuses et les oléagineux. Nous demandons également que le
programme du BTS diététique intègre ces aspects, et permette aux
diététiciennes et diététiciens de conseiller de manière adéquate le public
végétarien.

  

Nous rappelons que selon l’[Académie de nutrition et de
diététique](http://dx.doi.org/10.1016/j.jand.2016.09.025), qui constitue la
plus grosse organisation de professionnels de la nutrition à l’échelle de la
planète, «[ les alimentations végétariennes bien conçues (y compris
végétaliennes) sont bonnes pour la santé, adéquates sur le plan nutritionnel
et peuvent être bénéfiques pour la prévention et le traitement de certaines
maladies.](http://www.vegetarisme.fr/and-position-2016/) »

",2,19,2017-08-08T21:36:53+02:00,0,2017-08-08T21:36:53+02:00,3,AVF,False,22,2,0,0,eed0b936-7c70-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Lutter contre les risques de pénurie d'eau.,"Cesser de faire des champs des surfaces qui n'absorbent plus l'eau, à cause
des mastodontes qui tassent la terre, à cause des pesticides qui ont éliminé
les vers et les taupes; faire en sorte que la terre fonctionne à nouveau comme
une éponge et que l'eau aille aussi remplir les nappes phréatiques; la
frénésie des bassins de rétention prendra-t-elle fin un jour? L'eau dans un
bassin de rétention va s'évaporer; elle ne le fait pas lorsqu'elle rejoint une
nappe phréatique, les pénuries en eau seront gravissimes, comme les pénuries
en terres agricoles.

",0,1,2017-08-07T15:33:00+02:00,0,2017-08-07T15:33:00+02:00,0,ALEX,False,1,1,0,0,ef0a2232-7b74-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Enseigner l'usage des amendements (marnage et compostage),"[Source](http://www.actes-sud.fr/catalogue/agriculture/manifeste-pour-une-
agriculture-durable)

",0,8,2017-07-20T13:31:11+02:00,0,2017-07-20T13:31:11+02:00,1,Jorge Luis Birgisson,False,9,2,0,0,ef135201-6d3e-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,"Développer la pratique du jardinage, les jardins sociaux et familiaux","Il suffit de produire soi-même quelques denrées en encourageant tout ce qui
facilite l'auto-suffisance: potager , jardins collectifs, échange de graines
,mise à disposition de lopins de terre et d'outils par les municipalités .

",0,20,2017-07-30T21:11:47+02:00,0,2017-07-30T21:11:47+02:00,2,Sophie Aparici,False,22,3,0,0,ef410e6e-755a-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Promouvoir le retour au glanage,"Le glanage est une pratique permettant de ramasser les recoltes oubliees ou
laissees dans les champs. Des dispositifs de promotion du glanage
permettraient de consommer des produits sains a faible cout.

",0,25,2017-07-20T18:39:00+02:00,0,2017-07-20T18:39:00+02:00,18,Etats généraux de l'alimentation,True,59,16,0,16,ef89a2d5-6d69-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Mobiliser des soutiens publics pour le financement de projets alimentaires locaux,"Bien que les consommateurs soient de plus en plus sensibles a la consommation
de produits locaux, les politiques publiques relatives a la
""reterritorialisation"" de l'alimentation sont encore peu developpees. La
mobilisation de financements publics pourrait permettre de financer et de
soutenir les projets alimentaires territoriaux qui permettent de mettre en
place des actions partenariales sur les territoires.

",1,91,2017-07-20T18:46:10+02:00,0,2017-07-20T18:46:10+02:00,4,Etats généraux de l'alimentation,True,100,8,0,5,efd0c8d3-6d6a-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Modes de consommation plus responsables.,"En élevant l'ensemble des animaux en plein air et supprimer les farines
animales ainsi que tous les produits chimiques.

",0,3,2017-07-21T17:54:53+02:00,0,2017-07-21T17:54:53+02:00,0,SUD,False,3,1,0,0,efd1076b-6e2c-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,interdire aux lobbies de faire des recommandations ou communication sur la nutrition-santé,"Les lobbies sont surement utiles mais doivent impérativement être identifiés
et cloisonnés. Ce n'est pas leur rôle de faire des recommandations sur la
nutrition santé pour les achats en restauration ni de faire de la
désinformation dans les écoles auprès des élèves comme des enseignants.

Il est temps de revisiter sérieusement les recommandations nutrition-santé
loin de ces mauvais conseillers. Il faut faire de la pédagogie sur LES
équilibres nutritionnels, en acceptant de poser toutes les questions, en
regardant les recommandations de l'OMS. L'alimentation française est polluée
par tous ses lobbys qui l'éloignent des vraies questions sur sa santé
(obésité, diabète, cancer, trouble de l'attention, addiction etc). Il faut
ouvrir le débat, supprimer le GEM-RCN, revoir la méthode d'élaboration des
recommandations nutrition santé et interdire aux lobbies d'entrer dans les
écoles ou de détourner les recommandations objectives désintéressées.

",0,3,2017-08-09T17:53:50+02:00,0,2017-08-09T17:53:50+02:00,0,Audrey,False,3,0,0,0,f032f121-7d1a-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,"Comme pour le plan climat, établir un plan d'engagement national ou européen pour 30% production bio horizon 2020","En suivant l'exemple de l'Allemagne pour le nucléaire ou le Danemark pour le
bio, seul un engagement politique contraignant en faveur du bio pourra faire
changer le système.

  

L'objectif est de définir un % atteignable et les moyens pour y parvenir afin
de favoriser une masse critique qui entraînera la bascule vers le 100% bio.

",0,6,2017-07-22T08:28:13+02:00,0,2017-07-22T08:28:13+02:00,0,Pierre Marie,False,7,1,0,1,f0c2e00a-6ea6-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,"Revenu minimum agricole pour accompagner vers une agriculture ""durable""","La transition d'une agriculture ""traditionnelle"" vers une agriculture
""durable"" constitue un risque financier à court terme (risque de baisse de
production, développement de nouveaux marchés, ...) ainsi qu'un investissement
(développement de compétences, transformation de l'outil de production).

La mise en oeuvre d'un revenu minimum agricole pour l'agriculture durable
serait un signal fort pour montrer l'attente de la société vers une
alimentation saine, pour montrer l'attente de la société vis à vis d'une
agriculture respectueuse de l'environnement, ancrée sur les territoires,
apporteuse de valeur globale (environnement, santé, attractivité des
territoires, ...).

Le financement pourrait être assuré par les gains générés en termes de santé,
en termes de préservation de l'environnement (eau, sols, biodiversité, ...),
en termes d'attractivité et de vitalité des territoires.

",0,4,2017-08-10T16:05:17+02:00,0,2017-08-10T16:05:17+02:00,1,ThierryM,False,5,1,0,0,f0dcc9a9-7dd4-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Suppression massive des intermédiaires!,"1) Suppression massive des intermédiaires qui grignotent inutilement les
revenus des producteurs 2) Obligation pour les distributeurs de s'
approvisionner sur le marché local dans une proportion de 90 %, les dix pour
cent restants réservés aux produits frais exotiques non productibles en France
(cela permettrait également de voir moins de camions sur nos routes...) 3)
Promouvoir la préférence nationale pour tout ce qui est produits frais. Je
pense que ces trois propositions rendrait beaucoup de pouvoir d' achat à nos
agriculteurs. Nous verrions alors la production et la consommation augmenter
et les prix des produits locaux baisser au niveau des produits importés

",0,30,2017-07-22T13:21:43+02:00,0,2017-07-22T13:21:43+02:00,3,Gardphil,False,37,7,0,4,f0e46e6c-6ecf-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Favoriser la vente des fruits et légumes hors calibre,"Ces produits habituellement laissés au champ ou jetés par les entreprises agro
alimentaires ont autant de qualité nutritionnelle que les produits ""parfaits""
esthétiquement. Ils représentent aujourd'hui une perte sèche pour les
producteurs alors qu'ils pourraient être vendus à bas coût aux personnes en
ayant besoin.

  

Ces obligations d'élimination sont liées au mode de financement actuel des OP
par l'Europe qui les contraint à entrer dans les cases très précises pour le
calibre, la couleur...

",0,23,2017-07-21T12:04:35+02:00,0,2017-07-21T12:04:09+02:00,0,zaz974,False,23,1,0,0,f0f3b689-6dfb-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Causes,Cause : les crises sanitaires sont majoritairement liées à la production de produits animaux,"Crise maladie de la vache folle, grippe aviaire, lasagnes à la viande de
cheval, etc... seraient évitées si **notre agriculture favorisait la
production végétale destinée à la consommation humaine**. En plus d'éviter les
scandales sanitaires, une agriculture à dominante végétale serait plus
respectueuse de l'environnement, réduirait la souffrance animale et
permettrait de nourrir l'ensemble de la population.

",0,31,2017-07-25T15:48:29+02:00,0,2017-07-25T15:48:29+02:00,12,vegetal_step,False,43,9,0,0,f1405acc-713f-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,Intégrer les coûts sanitaires et environnementaux dans les coûts de production,"Les produits dits conventionnels sont perçus comme moins chers ; les coûts
sanitaires (santé publique) et environnementaux (transports, GES...) ne sont
jamais intégrés ; il est temps de mettre un peu de transparence dans tout ça

Qui finance le traitement des eaux via les stations d'épuration pour répondre
aux normes sanitaires ? Les impôts locaux des contribuables

Qui finance la prise en charge des pathologies liés aux expositions aux
intrants chez les agriculteurs ? La Sécurité Sociale, financée par les
contribuables ....

",0,5,2017-08-15T23:58:59+02:00,0,2017-08-15T23:58:59+02:00,2,André E 27,False,7,1,0,0,f16b58a0-8204-11e7-92ee-fa163e947a7a
